User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class
330.0,iPhone 12,iOS,541.0,8.3,2865.0,89,1820,42.0,Female,5
331.0,Google Pixel 5,Android,233.0,4.6,1534.0,49,796,21.0,Female,3
332.0,iPhone 12,iOS,176.0,3.8,727.0,36,362,47.0,Female,2
333.0,OnePlus 9,Android,191.0,6.0,1762.0,45,904,54.0,Male,3
334.0,Google Pixel 5,Android,461.0,7.5,2001.0,69,1324,34.0,Female,4
,Samsung Galaxy S21,Android,37.0,1.5,375.0,18,246,46.0,Female,1
336.0,OnePlus 9,Android,531.0,9.8,2905.0,99,1632,45.0,Female,5
337.0,Samsung Galaxy S21,Android,473.0,7.9,2292.0,62,1472,44.0,Male,4
338.0,,Android,30.0,1.3,561.0,15,252,34.0,Male,1
339.0,iPhone 12,iOS,306.0,6.1,2267.0,70,1449,46.0,Male,4
340.0,iPhone 12,iOS,64.0,1.2,590.0,13,155,30.0,Male,1
341.0,iPhone 12,iOS,75.0,1.0,435.0,13,223,43.0,Male,1
342.0,iPhone 12,iOS,597.0,10.3,2718.0,90,1863,26.0,Female,5
343.0,iPhone 12,iOS,529.0,10.5,2971.0,87,1683,56.0,Male,5
344.0,iPhone 12,,290.0,6.0,1533.0,54,645,57.0,Female,3
345.0,iPhone 12,iOS,256.0,5.8,1309.0,52,840,43.0,Male,3
346.0,iPhone 12,iOS,308.0,7.7,1974.0,73,1431,37.0,Female,4
347.0,OnePlus 9,Android,156.0,3.3,1020.0,38,447,57.0,Female,2
348.0,Samsung Galaxy S21,Android,62.0,1.4,542.0,18,266,46.0,Male,1
349.0,Google Pixel 5,Android,156.0,3.8,866.0,34,510,26.0,Male,2
350.0,Samsung Galaxy S21,Android,303.0,7.4,2314.0,66,1387,34.0,Male,4
351.0,Samsung Galaxy S21,Android,,6.9,2111.0,73,1463,54.0,Male,4
352.0,Google Pixel 5,Android,60.0,1.5,593.0,14,281,35.0,Female,1
353.0,Google Pixel 5,Android,225.0,4.6,1230.0,52,954,20.0,Female,3
354.0,Samsung Galaxy S21,Android,379.0,7.5,1823.0,68,1075,53.0,Female,4
355.0,OnePlus 9,,53.0,1.4,455.0,14,106,54.0,Female,1
356.0,Samsung Galaxy S21,Android,30.0,1.9,574.0,19,287,45.0,Male,1
,iPhone 12,iOS,291.0,4.1,1326.0,51,905,55.0,Female,3
,iPhone 12,iOS,488.0,9.5,2840.0,92,1986,48.0,Female,5
359.0,Google Pixel 5,Android,74.0,2.0,366.0,13,253,44.0,Female,1
360.0,,Android,230.0,4.6,1325.0,55,845,54.0,Female,3
361.0,Samsung Galaxy S21,Android,517.0,11.8,2435.0,86,2208,26.0,Male,5
362.0,OnePlus 9,Android,557.0,10.4,2900.0,97,1609,22.0,Male,5
363.0,Xiaomi Mi 11,Android,78.0,1.5,341.0,11,259,38.0,Female,1
364.0,iPhone 12,iOS,321.0,7.9,2159.0,64,1499,45.0,Male,4
365.0,,Android,579.0,8.6,2539.0,84,1935,34.0,Male,5
366.0,OnePlus 9,Android,382.0,7.2,1965.0,67,1341,22.0,Male,4
367.0,Xiaomi Mi 11,Android,516.0,11.6,2464.0,82,1767,29.0,Female,5
368.0,OnePlus 9,Android,598.0,11.2,2876.0,85,2477,58.0,Female,5
369.0,OnePlus 9,Android,102.0,3.9,747.0,36,408,49.0,Female,2
370.0,iPhone 12,iOS,165.0,2.4,816.0,35,503,34.0,Male,2
371.0,iPhone 12,iOS,558.0,9.8,2765.0,83,1548,25.0,Female,5
372.0,Google Pixel 5,Android,561.0,10.6,2547.0,86,1823,22.0,Male,5
373.0,Samsung Galaxy S21,Android,511.0,10.9,2514.0,91,2335,59.0,Female,5
374.0,,Android,560.0,11.3,2947.0,95,1663,25.0,Female,5
375.0,OnePlus 9,Android,69.0,1.3,434.0,12,164,42.0,Male,1
376.0,OnePlus 9,Android,44.0,1.1,41418.0,17,232,26.0,Male,78
377.0,iPhone 12,iOS,,1.7,490.0,17,122,51.0,Female,1
378.0,Google Pixel 5,Android,458.0,6.0,1875.0,63,1072,31.0,Female,4
379.0,Samsung Galaxy S21,Android,525.0,10.8,2445.0,99,1623,57.0,Male,5
380.0,OnePlus 9,Android,106.0,3.0,922.0,22,313,51.0,Male,2
381.0,iPhone 12,iOS,188.0,4.6,1767.0,47,653,34.0,Male,3
382.0,iPhone 12,iOS,493.0,10.4,2453.0,99,1813,39.0,Male,5
383.0,OnePlus 9,Android,84.0,40.5,373.0,19,299,37.0,Female,1
384.0,OnePlus 9,Android,104.0,2.9,653.0,35,322,30.0,Male,2
385.0,Samsung Galaxy S21,Android,,3.0,890.0,38,548,28.0,Male,2
386.0,iPhone 12,iOS,349.0,6.6,2041.0,78,1096,40.0,Female,4
387.0,OnePlus 9,Android,98.0,2.0,925.0,32,457,28.0,Male,2
388.0,,Android,72.0,,461.0,13,199,32.0,Male,1
389.0,Xiaomi Mi 11,,563.0,11.6,2968.0,92,2191,34.0,Female,5
390.0,Xiaomi Mi 11,Android,119.0,2.8,775.0,31,313,50.0,Female,2
391.0,OnePlus 9,Android,311.0,7.9,2231.0,3105,1021,36.0,Male,4
392.0,OnePlus 9,Android,337.0,6.1,1901.0,76,1359,58.0,Male,4
393.0,Samsung Galaxy S21,Android,,3.5,1055.0,29,313,54.0,Male,2
394.0,iPhone 12,iOS,331.0,7.4,2129.0,66,1459,53.0,Male,4
395.0,Google Pixel 5,Android,589.0,9.2,2663.0,84,1774,45.0,Female,5
396.0,Xiaomi Mi 11,Android,472.0,6.8,2288.0,61,1356,52.0,Male,312
397.0,Xiaomi Mi 11,Android,78.0,1.1,437.0,14,143,27.0,Female,1
398.0,iPhone 12,iOS,517.0,11.6,2798.0,90,2175,20.0,Male,5
399.0,OnePlus 9,Android,41.0,1.6,323.0,18,221,43.0,Female,1
400.0,OnePlus 9,Android,49.0,1.5,571.0,10,203,29.0,Male,1
401.0,Xiaomi Mi 11,Android,522.0,11.1,2821.0,86,1891,42.0,Male,5
402.0,Google Pixel 5,Android,97.0,,612.0,36,508,53.0,Male,2
403.0,iPhone 12,iOS,411.0,7.4,1960.0,71,1264,40.0,Male,4
404.0,Samsung Galaxy S21,Android,566.0,8.6,2595.0,89,1657,51.0,Female,5
,iPhone 12,iOS,559.0,8.2,2618.0,84,2102,22.0,Female,5
406.0,Google Pixel 5,Android,478.0,7.3,2340.0,69,1017,43.0,Female,4
407.0,Xiaomi Mi 11,Android,147.0,3.2,994.0,33,567,25.0,Female,2
408.0,,Android,395.0,7.3,2291.0,61,1049,55.0,Female,4
409.0,Samsung Galaxy S21,Android,357.0,7.8,2289.0,74,1242,22.0,Female,4
,Google Pixel 5,Android,405.0,6.9,2366.0,61,1434,51.0,Male,4
411.0,Samsung Galaxy S21,Android,501.0,11.8,2790.0,86,2074,31.0,Female,5
412.0,Xiaomi Mi 11,Android,575.0,,2918.0,88,1928,50.0,Male,5
413.0,OnePlus 9,Android,257.0,5.1,1692.0,46,769,52.0,Female,3
414.0,iPhone 12,iOS,270.0,5.0,1532.0,51,957,35.0,Male,3
415.0,Google Pixel 5,Android,116.0,2.0,1171.0,22,573,33.0,Female,2
416.0,iPhone 12,iOS,98.0,2.3,608.0,24,394,56.0,Male,2
417.0,Xiaomi Mi 11,Android,264.0,5.1,1293.0,52,737,27.0,Female,3
418.0,Samsung Galaxy S21,Android,572.0,11.7,2655.0,91,2481,57.0,Female,5
419.0,Xiaomi Mi 11,Android,202.0,4.9,1549.0,43,964,27.0,Female,3
420.0,iPhone 12,iOS,83.0,1.4,454.0,11,228,46.0,Male,1
421.0,iPhone 12,iOS,32.0,1.4,416.0,12,198,56.0,Male,1
422.0,iPhone 12,,168.0,,716.0,38,414,43.0,Male,2
423.0,iPhone 12,iOS,416.0,6.1,2115.0,71,1041,22.0,Female,4
424.0,Xiaomi Mi 11,Android,46.0,1.1,536.0,18,167,28.0,Female,1
425.0,OnePlus 9,Android,201.0,5.0,1482.0,59,709,24.0,Male,3
426.0,Samsung Galaxy S21,Android,,2.8,1062.0,24,579,37.0,Male,2
427.0,OnePlus 9,Android,98.0,2.4,747.0,36,403,44.0,Female,2
428.0,OnePlus 9,Android,105.0,3.8,967.0,28,489,51.0,Male,2
429.0,Xiaomi Mi 11,Android,94.0,2.3,1033.0,33,369,58.0,Male,2
430.0,Xiaomi Mi 11,Android,540.0,10.1,2757.0,90,2180,37.0,Male,5
431.0,iPhone 12,iOS,266.0,5.5,1238.0,59,839,22.0,Male,3
432.0,iPhone 12,iOS,140.0,3.8,1137.0,36,506,53.0,Male,2
433.0,Google Pixel 5,Android,534.0,10.4,2672.0,90,1702,51.0,Male,5
434.0,OnePlus 9,Android,46.0,2.0,309.0,15,116,42.0,Male,1
435.0,iPhone 12,iOS,581.0,8.4,2591.0,99,2304,58.0,Male,5
436.0,Xiaomi Mi 11,Android,105.0,3.4,798.0,21,467,34.0,Female,2
437.0,OnePlus 9,Android,221.0,4.4,1341.0,46,862,20.0,Male,3
438.0,iPhone 12,iOS,41.0,1.7,408.0,16,11058,34.0,Male,1
439.0,OnePlus 9,Android,105.0,81.0,728.0,24,343,52.0,Female,2
440.0,Google Pixel 5,Android,123.0,3.9,915.0,39,468,18.0,Male,2
441.0,Google Pixel 5,Android,260.0,5.7,1725.0,56,920,36.0,Female,3
442.0,Samsung Galaxy S21,Android,223.0,5.7,1295.0,44,751,39.0,Male,3
443.0,Google Pixel 5,Android,66.0,1.1,505.0,17,218,33.0,Male,1
444.0,iPhone 12,iOS,,4.0,1664.0,48,724,29.0,Female,3
445.0,iPhone 12,iOS,555.0,8.8,2540.0,97,2402,22.0,Male,5
446.0,Samsung Galaxy S21,Android,378.0,7.2,1859.0,61,1318,58.0,Male,4
447.0,OnePlus 9,Android,546.0,8.8,2852.0,81,1641,24.0,Male,5
448.0,Samsung Galaxy S21,Android,234.0,5.2,1604.0,58,919,58.0,Male,3
449.0,Samsung Galaxy S21,Android,152.0,3.0,617.0,22,306,1716.0,Female,2
450.0,Google Pixel 5,Android,34.0,1.2,518.0,10,170,20.0,Female,1
,Samsung Galaxy S21,Android,179.0,3.5,1114.0,30,466,56.0,Male,2
452.0,OnePlus 9,Android,591.0,11.8,2953.0,92,1903,52.0,Male,5
453.0,,Android,120.0,3.3,734.0,35,583,26.0,Male,2
454.0,Google Pixel 5,Android,88.0,1.3,557.0,13,164,43.0,Male,1
455.0,iPhone 12,iOS,143.0,3.9,1160.0,24,398,45.0,Male,2
456.0,iPhone 12,iOS,74.0,1.6,436.0,13,182,27.0,Female,1
457.0,iPhone 12,iOS,74.0,1.6,587.0,15,275,27.0,Female,1
458.0,OnePlus 9,Android,234.0,4.7,1707.0,55,871,46.0,Male,3
459.0,iPhone 12,iOS,56.0,1.0,547.0,10,142,4524.0,Female,1
460.0,OnePlus 9,Android,174.0,2.4,639.0,37,545,50.0,Male,2
461.0,Samsung Galaxy S21,Android,523.0,9.0,2696.0,91,1561,20.0,Female,5
462.0,Samsung Galaxy S21,Android,123.0,3.3,938.0,36,438,55.0,Male,2
463.0,Samsung Galaxy S21,Android,216.0,5.9,1789.0,54,987,55.0,Male,3
464.0,iPhone 12,iOS,290.0,4.6,1694.0,50,809,23.0,Male,3
465.0,Xiaomi Mi 11,Android,68.0,1.3,583.0,10,281,26.0,Female,1
466.0,OnePlus 9,,265.0,4.8,1770.0,51,723,55.0,Female,3
467.0,Samsung Galaxy S21,Android,,7.3,2349.0,75,1092,51.0,Male,4
468.0,Google Pixel 5,Android,238.0,4.0,1414.0,47,661,41.0,Female,3
,Xiaomi Mi 11,Android,429.0,7.5,1921.0,61,1102,46.0,Male,4
470.0,Xiaomi Mi 11,Android,39.0,1.9,541.0,16,294,37.0,Male,1
471.0,Samsung Galaxy S21,Android,248.0,4.6,1396.0,52,883,40.0,Male,3
472.0,Xiaomi Mi 11,,541.0,9.4,2452.0,93,1811,53.0,Female,5
473.0,Xiaomi Mi 11,,139.0,3.0,697.0,37,513,26.0,Female,2
474.0,iPhone 12,iOS,6069.0,5.0,1625.0,45,687,29.0,Male,3
475.0,Xiaomi Mi 11,Android,,4.9,1657.0,55,765,49.0,Female,3
476.0,Samsung Galaxy S21,Android,412.0,6.2,2201.0,68,1085,54.0,Female,4
477.0,Google Pixel 5,Android,318.0,,2089.0,77,1126,49.0,Female,4
478.0,iPhone 12,iOS,258.0,4.2,1315.0,44,762,59.0,Female,3
479.0,,Android,258.0,4.3,1759.0,59,718,41.0,Female,3
480.0,Samsung Galaxy S21,Android,189.0,4.8,1681.0,59,795,57.0,Male,3
481.0,iPhone 12,iOS,155.0,2.4,954.0,39,441,51.0,Male,2
482.0,Samsung Galaxy S21,Android,528.0,10.4,2717.0,87,2140,34.0,Male,5
483.0,iPhone 12,iOS,549.0,11.1,2851.0,87,1814,56.0,Male,5
484.0,Xiaomi Mi 11,Android,78.0,1.6,470.0,18,230,49.0,Female,1
485.0,iPhone 12,iOS,444.0,6.0,1873.0,61,1093,39.0,Female,4
486.0,Xiaomi Mi 11,Android,80.0,1.1,417.0,18,298,36.0,Male,1
487.0,iPhone 12,iOS,131.0,,739.0,34,330,57.0,Female,2
488.0,iPhone 12,iOS,228.0,4.4,1734.0,46,804,57.0,Female,3
489.0,Xiaomi Mi 11,Android,416.0,7.3,1882.0,62,1333,32.0,Female,4
490.0,Google Pixel 5,Android,586.0,9.3,2403.0,94,2332,21.0,Male,5
491.0,Google Pixel 5,,416.0,6.1,2279.0,71,1096,47.0,Male,4
492.0,iPhone 12,iOS,152.0,3.7,948.0,22,507,53.0,Female,2
493.0,Xiaomi Mi 11,Android,87.0,1.5,594.0,19,198,36.0,Female,1
494.0,OnePlus 9,Android,329.0,6.8,1892.0,69,1383,23.0,Male,4
495.0,Samsung Galaxy S21,Android,107.0,2.5,1176.0,24,20710,29.0,Female,2
496.0,Google Pixel 5,Android,493.0,10.9,2928.0,88,2116,57.0,Male,5
497.0,,iOS,182.0,4.8,1500.0,51,807,43.0,Female,3
498.0,iPhone 12,iOS,102.0,2.9,918.0,37,362,20.0,Female,2
499.0,Google Pixel 5,Android,274.0,4.5,1356.0,54,869,53.0,Male,3
500.0,iPhone 12,iOS,143.0,3.6,988.0,26,504,45.0,Female,2
501.0,Google Pixel 5,Android,66.0,1.3,369.0,14,195,32.0,Male,1
502.0,Xiaomi Mi 11,Android,420.0,7.7,2017.0,74,1187,24.0,Female,4
503.0,Xiaomi Mi 11,Android,582.0,8.4,2664.0,91,2493,55.0,Female,5
504.0,Google Pixel 5,Android,200.0,5.8,1291.0,50,965,52.0,Male,3
505.0,Google Pixel 5,Android,493.0,8.5,2859.0,99,2450,47.0,Male,5
506.0,Samsung Galaxy S21,Android,348.0,6.6,2398.0,66,1415,49.0,Female,4
507.0,Xiaomi Mi 11,Android,238.0,5.1,1408.0,45,941,27.0,Male,3
508.0,Xiaomi Mi 11,,33.0,2.0,318.0,11,173,42.0,Female,1
509.0,Google Pixel 5,Android,267.0,5.9,1740.0,45,791,22.0,Male,3
510.0,iPhone 12,iOS,492.0,10.0,2513.0,90,1968,31.0,Male,390
511.0,Google Pixel 5,Android,241.0,5.3,1767.0,58,976,38.0,Female,3
512.0,Samsung Galaxy S21,Android,567.0,10.8,2911.0,89,1682,39.0,Male,5
513.0,Samsung Galaxy S21,Android,36.0,1.6,442.0,17,249,34.0,Male,1
514.0,OnePlus 9,Android,110.0,3.4,975.0,31,507,57.0,Female,2
,Samsung Galaxy S21,Android,466.0,7.1,1984.0,73,1461,54.0,Male,4
516.0,OnePlus 9,Android,126.0,2.2,1187.0,28,599,25.0,Male,2
517.0,Xiaomi Mi 11,Android,120.0,3.8,940.0,36,535,44.0,Male,2
518.0,iPhone 12,iOS,64.0,1.2,592.0,19,218,25.0,Male,1
519.0,OnePlus 9,Android,574.0,8.5,2780.0,87,1809,34.0,Female,5
520.0,OnePlus 9,Android,119.0,2.2,1123.0,22,371,51.0,Male,156
521.0,OnePlus 9,Android,350.0,6.5,2364.0,75,1485,20.0,Male,4
522.0,Google Pixel 5,Android,69.0,1.1,535.0,17,9500,25.0,Male,1
523.0,Xiaomi Mi 11,Android,438.0,6.5,1849.0,64,1125,49.0,Female,4
524.0,Samsung Galaxy S21,Android,506.0,11.2,2623.0,98,2460,48.0,Male,5
525.0,Samsung Galaxy S21,Android,,5.2,1390.0,45,792,57.0,Female,3
526.0,Samsung Galaxy S21,Android,224.0,4.5,1646.0,57,665,59.0,Male,3
527.0,Google Pixel 5,Android,99.0,2.4,689.0,36,318,29.0,Female,2
528.0,iPhone 12,iOS,44.0,1.2,466.0,10,131,57.0,Female,1
529.0,Google Pixel 5,Android,175.0,,801.0,32,338,24.0,Male,2
530.0,Google Pixel 5,Android,228.0,4.8,1639.0,47,796,42.0,Female,3
531.0,Xiaomi Mi 11,Android,589.0,11.8,2629.0,86,2479,43.0,Female,5
532.0,OnePlus 9,Android,339.0,7.9,1987.0,66,1191,47.0,Male,4
533.0,iPhone 12,iOS,431.0,,2206.0,66,1200,23.0,Female,4
534.0,Xiaomi Mi 11,Android,190.0,4.7,1276.0,57,915,22.0,Female,3
535.0,OnePlus 9,Android,389.0,6.1,2087.0,67,1383,30.0,Male,4
536.0,Samsung Galaxy S21,Android,139.0,3.3,937.0,24,573,25.0,Female,2
537.0,Samsung Galaxy S21,Android,289.0,5.9,1528.0,48,915,30.0,Male,3
538.0,Samsung Galaxy S21,Android,593.0,11.1,2672.0,82,2258,34.0,Female,5
539.0,,Android,576.0,9.5,2638.0,98,2281,38.0,Female,5
540.0,OnePlus 9,Android,592.0,9.4,2867.0,95,1701,27.0,Female,5
541.0,iPhone 12,iOS,567.0,10.5,2817.0,89,2194,52.0,Male,5
542.0,iPhone 12,iOS,170.0,2.5,740.0,21,537,25.0,Female,2
543.0,Google Pixel 5,Android,242.0,5.4,1307.0,48,642,28.0,Male,3
544.0,Samsung Galaxy S21,Android,275.0,5.5,1616.0,48,656,55.0,Male,3
545.0,Google Pixel 5,Android,544.0,9.7,2633.0,97,1727,28.0,Female,5
546.0,OnePlus 9,Android,50.0,2.0,362.0,17,182,34.0,Female,1
547.0,OnePlus 9,Android,236.0,4.6,1750.0,45,971,21.0,Female,3
548.0,iPhone 12,iOS,139.0,2.6,658.0,33,358,58.0,Female,2
549.0,Google Pixel 5,Android,383.0,6.6,2155.0,74,1360,45.0,Male,4
550.0,Samsung Galaxy S21,Android,172.0,4.0,1047.0,32,508,21.0,Female,2
551.0,Xiaomi Mi 11,Android,455.0,6.2,1984.0,72,1287,42.0,Male,4
552.0,Samsung Galaxy S21,Android,157.0,2.5,1110.0,30,373,37.0,Female,2
553.0,iPhone 12,iOS,173.0,3.8,605.0,23,583,32.0,Male,2
554.0,Samsung Galaxy S21,Android,405.0,7.3,2082.0,75,1162,37.0,Female,4
555.0,iPhone 12,iOS,387.0,6.6,2168.0,61,1246,19.0,Female,4
556.0,,Android,201.0,4.9,1633.0,41,972,32.0,Female,3
557.0,iPhone 12,iOS,142.0,3.5,625.0,25,370,40.0,Female,2
558.0,Samsung Galaxy S21,Android,198.0,4.2,1392.0,43,640,27.0,Male,3
559.0,Google Pixel 5,Android,361.0,7.6,2037.0,65,1056,55.0,Male,4
560.0,OnePlus 9,Android,553.0,11.6,2914.0,81,1860,47.0,Male,5
561.0,Samsung Galaxy S21,Android,408.0,6.2,2245.0,69,1103,38.0,Female,4
562.0,Xiaomi Mi 11,Android,121.0,,1188.0,21,578,18.0,Male,2
563.0,Google Pixel 5,Android,71.0,1.4,508.0,15,265,33.0,Female,1
564.0,iPhone 12,iOS,46.0,1.6,440.0,10,265,31.0,Male,1
565.0,Xiaomi Mi 11,Android,290.0,4.4,1272.0,55,910,44.0,Male,3
566.0,Samsung Galaxy S21,Android,60.0,1.3,462.0,15,296,40.0,Male,1
567.0,Google Pixel 5,Android,116.0,3.9,88296.0,26,498,35.0,Female,2
568.0,OnePlus 9,Android,86.0,1.7,312.0,16,227,32.0,Male,1
569.0,Google Pixel 5,Android,291.0,5.3,1537.0,43,700,49.0,Female,3
570.0,Google Pixel 5,Android,404.0,6.6,2181.0,77,1327,18.0,Male,4
,OnePlus 9,Android,441.0,7.1,1928.0,74,1421,57.0,Male,4
,Google Pixel 5,Android,,6.1,2229.0,73,1194,25.0,Female,4
573.0,OnePlus 9,Android,211.0,5.9,1757.0,42,864,56.0,Female,3
574.0,Samsung Galaxy S21,Android,,9.1,2858.0,86,2158,22.0,Male,5
575.0,Xiaomi Mi 11,Android,519.0,10.9,2571.0,93,2163,47.0,Female,5
576.0,Samsung Galaxy S21,Android,94.0,3.5,606.0,30,446,49.0,Male,2
577.0,Google Pixel 5,Android,554.0,10.3,2776.0,83,1606,34.0,Female,5
578.0,iPhone 12,iOS,381.0,7.5,2216.0,66,1291,37.0,Female,4
,OnePlus 9,Android,257.0,6.0,1715.0,49,916,40.0,Female,3
580.0,Samsung Galaxy S21,Android,47.0,1.1,532.0,18,122,36.0,Male,1
581.0,iPhone 12,iOS,,10.0,2430.0,82,1737,27.0,Female,5
,Samsung Galaxy S21,Android,148.0,2.7,625.0,34,416,27.0,Male,2
583.0,iPhone 12,iOS,191.0,5.7,1414.0,53,991,19.0,Female,3
26864.0,Google Pixel 5,Android,71.0,1.9,571.0,10,117,43.0,Female,1
585.0,OnePlus 9,Android,73.0,1.3,538.0,19,175,30.0,Female,1
,OnePlus 9,Android,149.0,3.1,1191.0,28,563,29.0,Male,2
,Xiaomi Mi 11,Android,,4.4,1665.0,44,608,43.0,Female,3
588.0,Samsung Galaxy S21,Android,328.0,6.1,1975.0,72,1101,24.0,Male,4
589.0,OnePlus 9,Android,424.0,7.5,1995.0,75,1228,36.0,Male,4
590.0,Samsung Galaxy S21,Android,111.0,3.6,627.0,26,464,39.0,Female,2
591.0,Samsung Galaxy S21,Android,159.0,3.7,630.0,33,575,30.0,Male,2
592.0,Google Pixel 5,Android,580.0,11.5,2767.0,84,2341,36.0,Female,5
593.0,Samsung Galaxy S21,Android,379.0,7.7,1809.0,64,1050,22.0,Female,4
594.0,Samsung Galaxy S21,Android,217.0,4.2,1500.0,42,677,26.0,Female,3
595.0,Xiaomi Mi 11,Android,447.0,6.3,1959.0,63,1441,48.0,Male,4
596.0,OnePlus 9,Android,512.0,10.5,2538.0,82,1694,41.0,Male,5
597.0,Xiaomi Mi 11,Android,511.0,10.8,2529.0,91,2387,21.0,Male,5
598.0,OnePlus 9,Android,140.0,2.5,825.0,31,347,59.0,Male,2
599.0,Samsung Galaxy S21,,114.0,3.0,1131.0,31,596,28.0,Male,2
600.0,Samsung Galaxy S21,Android,192.0,4.3,1382.0,42,905,47.0,Female,3
601.0,iPhone 12,iOS,325.0,6.0,2244.0,70,1296,30.0,Female,4
,OnePlus 9,Android,83.0,1.2,545.0,15,284,44.0,Male,1
603.0,OnePlus 9,Android,122.0,3.0,922.0,32,373,43.0,Male,2
604.0,OnePlus 9,Android,138.0,2.1,660.0,22,424,41.0,Female,2
605.0,OnePlus 9,Android,,5.3,1278.0,42,885,54.0,Female,3
,OnePlus 9,Android,425.0,6.0,1928.0,72,1150,53.0,Female,4
607.0,OnePlus 9,,580.0,10.4,2496.0,81,2441,37.0,Female,5
608.0,Xiaomi Mi 11,Android,203.0,,1323.0,56,787,21.0,Male,3
609.0,Xiaomi Mi 11,Android,258.0,4.9,1596.0,56,937,40.0,Female,3
610.0,iPhone 12,iOS,551.0,8.5,2927.0,92,1901,51.0,Male,5
611.0,iPhone 12,iOS,507.0,9.6,2606.0,95,1543,48.0,Male,5
612.0,Xiaomi Mi 11,Android,57.0,,489.0,16,131,37.0,Male,1
613.0,Xiaomi Mi 11,Android,553.0,10.2,2911.0,82,2441,44.0,Male,5
614.0,Google Pixel 5,Android,49.0,1.1,395.0,16,153,46.0,Female,1
615.0,Samsung Galaxy S21,Android,106.0,4.0,1158.0,23,493,18.0,Male,2
616.0,Google Pixel 5,Android,119.0,3.7,608.0,36,461,52.0,Male,2
617.0,OnePlus 9,,288.0,5.4,1476.0,49,767,36.0,Female,3
618.0,Google Pixel 5,Android,225.0,5.6,1388.0,55,965,36.0,Female,3
619.0,OnePlus 9,Android,342.0,7.0,1826.0,71,1077,26.0,Female,4
28520.0,Samsung Galaxy S21,Android,292.0,4.2,1407.0,54,867,59.0,Male,3
621.0,iPhone 12,iOS,218.0,5.0,1475.0,46,972,59.0,Female,3
622.0,Google Pixel 5,Android,64.0,1.8,351.0,15,274,56.0,Male,1
,Xiaomi Mi 11,Android,453.0,,2363.0,65,1046,41.0,Female,4
624.0,OnePlus 9,Android,42.0,1.8,417.0,15,284,21.0,Male,1
625.0,Samsung Galaxy S21,Android,36.0,1.5,310.0,15,272,45.0,Male,1
626.0,OnePlus 9,Android,,1.8,328.0,12,196,31.0,Female,1
627.0,iPhone 12,iOS,210.0,5.0,1614.0,53,679,55.0,Female,3
628.0,iPhone 12,iOS,227.0,5.2,1446.0,46,920,59.0,Male,3
629.0,Xiaomi Mi 11,Android,47.0,1.2,437.0,18,234,55.0,Male,78
630.0,iPhone 12,,461.0,6.3,1988.0,62,1004,21.0,Male,4
631.0,Google Pixel 5,Android,94.0,3.1,1078.0,38,489,25.0,Male,2
632.0,Samsung Galaxy S21,Android,216.0,5.1,1483.0,54,977,45.0,Female,3
633.0,iPhone 12,iOS,496.0,10.2,2587.0,84,1921,56.0,Female,5
634.0,OnePlus 9,Android,138.0,3.2,1142.0,31,366,29.0,Female,2
635.0,iPhone 12,iOS,318.0,6.6,2055.0,67,1253,43.0,Male,4
636.0,Samsung Galaxy S21,Android,96.0,3.4,1198.0,39,401,48.0,Female,2
637.0,OnePlus 9,Android,510.0,10.7,2433.0,90,1729,47.0,Male,5
638.0,Xiaomi Mi 11,Android,83.0,1.1,546.0,10,289,32.0,Female,1
639.0,Google Pixel 5,Android,417.0,6.2,2074.0,63,1135,35.0,Female,4
640.0,Google Pixel 5,Android,538.0,9.8,2778.0,91,2080,35.0,Female,5
641.0,Samsung Galaxy S21,Android,63.0,1.8,321.0,11,271,42.0,Male,1
642.0,OnePlus 9,Android,50.0,1.4,443.0,16,255,26.0,Female,1
643.0,Google Pixel 5,Android,502.0,8.2,2597.0,4050,1553,27.0,Male,5
644.0,OnePlus 9,,105.0,3.3,723.0,35,566,46.0,Male,2
645.0,Google Pixel 5,Android,186.0,4.8,1494.0,53,949,20.0,Female,3
646.0,Xiaomi Mi 11,Android,174.0,2.9,1197.0,23,345,20.0,Female,2
647.0,Samsung Galaxy S21,Android,89.0,1.3,314.0,16,201,58.0,Female,1
648.0,iPhone 12,iOS,66.0,1.5,565.0,17,283,42.0,Female,1
649.0,iPhone 12,iOS,389.0,6.3,2294.0,76,1334,53.0,Male,4
650.0,Xiaomi Mi 11,Android,186.0,5.4,1627.0,58,790,31.0,Female,3
651.0,Google Pixel 5,Android,149.0,2.0,1041.0,39,356,49.0,Male,2
652.0,iPhone 12,iOS,69.0,1.7,519.0,10,167,51.0,Female,1
653.0,Xiaomi Mi 11,Android,206.0,5.2,1632.0,47,694,30.0,Male,3
654.0,Samsung Galaxy S21,Android,49.0,1.2,365.0,19,144,29.0,Male,1
655.0,Google Pixel 5,Android,594.0,10.5,2839.0,91,1647,56.0,Male,5
656.0,Google Pixel 5,Android,104.0,3.7,1028.0,29,493,39.0,Male,2
657.0,Google Pixel 5,Android,262.0,5.6,1489.0,59,628,54.0,Female,3
658.0,Xiaomi Mi 11,Android,278.0,5.3,1368.0,56,894,40.0,Female,3
659.0,Xiaomi Mi 11,Android,463.0,6.8,2358.0,68,1236,43.0,Female,4
660.0,Xiaomi Mi 11,Android,505.0,9.6,2464.0,91,2375,35.0,Male,5
